Storm Name,Storm Level,Casualties,Location
Scarlett,2,194,Otawa
Gwenyth,3,71,Chicago
Charlize,2,213,Columbus
Ron,1,268,Rochester
Anthony,1,233,Madrid
Danny,2,96,Albuquerque
Bart,1,274,Moreno Valley
Bernadette,2,235,Reno
Denny,4,153,Norfolk
Skylar,3,226,Pittsburgh
Stella,1,96,Milwaukee
Ruby,3,79,Richmond
Alex,2,4,Atlanta
Kieth,3,286,Lakewood
Tara,1,53,Rochester
Britney,3,240,Salt Lake City
Bart,3,191,Denver
Jade,4,264,San Antonio
Erica,1,190,Berna
Rosalie,4,2,Las Vegas
Stacy,3,264,Berna
Sara,4,39,Fullerton
Daniel,4,46,Springfield
Alan,3,260,Chicago
Hank,3,44,Anaheim
Nicholas,3,218,Lyon
Adalind,3,250,Glendale
Sarah,3,58,Indianapolis
Priscilla,3,275,Norfolk
Mandy,4,63,Salem
Chadwick,4,157,Honolulu
Owen,3,79,Reno
Livia,1,36,Huntsville
Chadwick,4,96,Hollywood
Meredith,2,130,Rochester
Emely,3,51,Escondido
Tyson,2,151,Fayetteville
Nate,1,283,Prague
Kurt,2,143,Milwaukee
Mavis,3,296,Berna
Kurt,3,67,Zurich
Josh,3,99,Santa Ana
Carter,2,293,Cincinnati
Samantha,3,14,Arlington
Bryon,4,172,Kansas City
Charlotte,1,119,Lyon
Tom,3,217,Nashville
Denis,1,45,Irving
Rocco,3,46,Bellevue
Tyson,2,226,Wien
Moira,3,216,Arlington
Harriet,4,7,Tallahassee
Liam,1,94,Orlando
Hank,3,199,New Orleans
Michael,3,115,Chicago
Anabelle,4,123,Long Beach
Vivian,1,101,San Diego
Jack,1,138,Pittsburgh
Manuel,1,262,San Francisco
Johnathan,2,206,Murfreesboro
Amy,4,65,Huntsville
Rufus,1,73,New York
Stella,3,206,Fremont
Adina,4,226,Rochester
Ethan,1,293,Richmond
Lorraine,3,8,Omaha
Jessica,1,267,Sacramento
Judith,1,123,Bridgeport
Daron,4,166,Otawa
Rosemary,2,74,Pittsburgh
Celia,3,148,Nashville
Logan,4,20,Bridgeport
Harvey,1,202,Jersey City
Logan,3,8,Prague
Trisha,2,32,Springfield
Lucas,3,85,Los Angeles
Adalie,2,103,Garland
Martin,3,174,Bellevue
Ember,4,228,Denver
Elijah,1,92,Las Vegas
Ryan,2,149,Detroit
Luna,3,19,Valetta
Adalie,3,100,Dallas
Nathan,4,115,Atlanta
Marilyn,1,260,Miami
Martin,3,289,Chicago
Nicholas,2,96,Fort Lauderdale
Joy,4,148,Lancaster
Percy,3,52,Fayetteville
Shannon,3,36,Scottsdale
Chad,3,241,Philadelphia
Nick,3,15,Tokyo
Carter,3,176,Oakland
Rick,1,60,Kansas City
Chad,2,231,St. Louis
Destiny,4,240,Bakersfield
Janelle,2,115,Berlin
Blake,3,136,Pittsburgh
Davina,4,135,Worcester
Eden,1,142,Escondido
Adela,2,277,New Orleans
Hank,4,151,El Paso
Marjorie,4,286,Los Angeles
Marissa,1,203,Berna
Charlotte,4,154,Albuquerque
George,4,60,Lisbon
Carrie,2,154,San Francisco
Logan,3,254,Colorado Springs
Ron,1,170,San Antonio
Crystal,4,216,New Orleans
Christine,2,8,Salt Lake City
Meredith,4,211,Miami
Jacob,3,144,Madison
Gil,1,178,Oakland
Liam,2,268,London
Henry,1,210,Houston
Benjamin,1,198,Rochester
Sebastian,2,121,Cincinnati
Ron,4,117,Boston
Eduardo,3,28,Atlanta
Davina,2,4,Toledo
Henry,2,195,Lancaster
Denny,1,282,Worcester
Mark,1,87,Miami
Benjamin,4,262,Albuquerque
Janelle,4,204,Pittsburgh
Michael,1,59,Seattle
Jayden,1,170,Albuquerque
Harvey,4,238,Bellevue
Rosalyn,4,245,Tallahassee
Candace,1,193,Indianapolis
Carl,2,238,Nashville
Leah,3,290,Tokyo
Sasha,1,172,Bridgeport
Rebecca,3,21,Oklahoma City
Denis,1,214,Ontario
Dasha,1,122,Escondido
Adalind,2,227,Saint Paul
Clarissa,2,76,Arlington
Valentina,4,224,Denver
Alessia,2,49,Anaheim
Tara,1,41,Rochester
Henry,3,213,Quebec
William,2,203,Zurich
Elly,2,293,San Bernardino
Tom,1,242,Oakland
Sabrina,2,171,Boston
Matthew,4,236,Salt Lake City
Sage,2,170,Phoenix
Miley,3,75,San Jose
Sofia,1,119,Springfield
Valerie,2,92,Baltimore
Cecilia,2,129,Lyon
Samara,1,150,Fort Lauderdale
Charlotte,3,170,Lyon
Joy,3,90,Fort Lauderdale
Jacob,4,122,Venice
Cedrick,4,44,Bellevue
Nathan,3,298,Lakewood
Abdul,4,167,Colorado Springs
Piper,1,33,Tallahassee
Hank,3,114,Glendale
Cassidy,1,51,Lincoln
Livia,4,144,Omaha
Hannah,1,102,Chicago
Rosalyn,3,207,Baltimore
Owen,1,155,Kansas City
Mara,4,38,Escondido
Johnny,3,94,Fremont
Nicholas,2,283,Lisbon
Erick,2,298,Santa Ana
Bree,3,190,Tulsa
Goldie,4,175,Quebec
Domenic,3,290,Boston
Wade,4,57,St. Louis
Chadwick,3,213,Long Beach
Julia,3,201,Pittsburgh
Leroy,1,218,Richmond
Naomi,2,175,Toledo
Alessia,4,92,Prague
Amy,2,219,Chicago
Elle,1,209,Henderson
Javier,1,90,Henderson
Lynn,1,268,Hollywood
Rosemary,4,244,Memphis
Chuck,1,31,Irving
Marissa,2,290,Scottsdale
Rufus,4,58,Hayward
Tyler,2,180,Madison
Rosie,4,138,Honolulu
Sebastian,1,96,Salt Lake City
Anthony,3,143,Rome
Lauren,1,8,Berlin
Joseph,1,216,Chicago
Marvin,1,23,Amarillo
Susan,1,102,Orlando
Gabriel,4,63,Wien
Domenic,1,257,Bakersfield
Clarissa,2,199,Charlotte
Doug,2,205,Albuquerque
Kaylee,1,294,Kansas City
Fiona,4,114,Rome
Mandy,2,5,Richmond
Carolyn,4,289,Venice
Angel,1,187,Santa Ana
Joseph,2,47,Fremont
Ivette,3,36,Springfield
Eve,4,2,Columbus
Jack,3,98,Berna
Melinda,2,151,Lincoln
Rhea,2,220,Seattle
Florence,3,59,Minneapolis
Cedrick,4,224,Berlin
Bristol,1,177,Washington
Rylee,4,107,Salem
Ellen,4,54,Glendale
Jacob,4,33,Tallahassee
Rosalee,4,225,Fayetteville
Camden,3,199,New York
Goldie,4,123,Albuquerque
John,4,54,Norfolk
Rihanna,1,152,Venice
Camila,2,109,Norfolk
Tyler,3,140,London
Luke,2,156,Detroit
George,1,137,Madrid
Gabriel,2,287,Toledo
Naomi,3,40,Ontario
Lindsay,2,239,Pittsburgh
Mavis,1,207,Worcester
Tom,2,11,Quebec
Sienna,2,99,Bakersfield
Kieth,3,36,Laredo
Alison,2,82,El Paso
Jasmine,3,115,Tokyo
Carl,3,249,Lakewood
Mara,3,265,Columbus
Michael,2,287,Houston
Johnny,2,12,Indianapolis
Sloane,1,188,Long Beach
Daron,4,243,Glendale
Nina,1,299,Otawa
Marvin,2,138,Hollywood
Chris,3,156,Washington
Selena,3,155,Saint Paul
Gil,3,284,Otawa
Doug,1,149,Amarillo
Denny,3,15,Kansas City
Chad,2,79,San Diego
Noah,4,16,Salt Lake City
Eden,3,91,Murfreesboro
Morgan,2,64,Springfield
Violet,1,89,Pittsburgh
Barney,4,155,Paris
Courtney,3,95,Philadelphia
Alan,1,289,Miami
Maxwell,2,251,Detroit
Johnny,3,292,Irving
Daniel,2,188,Lakewood
Sloane,1,173,Nashville
Chuck,2,263,Fort Lauderdale
Josh,2,131,Richmond
George,2,228,Charlotte
Taylor,2,136,Innsbruck
Tara,4,255,Laredo
Adela,1,133,Arlington
Sage,3,195,Valetta
Ema,3,209,Houston
Kieth,2,246,Anaheim
Jack,3,213,Los Angeles
Ramon,3,102,San Jose
Matt,2,210,Ontario
Belinda,4,50,Ontario
Emmanuelle,4,105,London
Elly,3,207,Phoenix
Gil,1,68,Los Angeles
Benny,2,213,Ontario
Nick,2,77,Cincinnati
Denny,4,185,Las Vegas
Percy,1,222,Oakland
Oliver,2,99,Berna
Jacob,4,200,Madison
Kirsten,2,291,Miami
Ruby,1,26,Bucharest
Ryan,3,187,San Bernardino
Nicole,4,216,Huntsville
Eduardo,2,155,Paris
Alexia,1,80,Reno
Rufus,3,236,Stockton
Bernadette,4,48,Prague
Greta,1,223,Arlington
William,4,142,Atlanta
Nathan,1,220,Sacramento
Rowan,3,236,Indianapolis
Peter,4,112,Escondido
Carter,4,153,Albuquerque
Sabrina,4,294,Phoenix
Emmanuelle,3,76,Albuquerque
Jack,3,229,Escondido
Leroy,4,37,Indianapolis
Noemi,1,216,Otawa
Tyler,3,137,Nashville
Leroy,1,76,Bridgeport
Diane,2,17,San Antonio
Judith,2,170,Orlando
Helen,1,27,Fullerton
Ronald,3,22,Fayetteville
Marina,1,86,El Paso
Alan,1,281,Paris
Maxwell,2,34,El Paso
Kieth,4,95,Sacramento
Felicity,3,79,Toledo
Celia,3,149,Fremont
Andrea,1,56,Henderson
Chad,4,51,Bucharest
Phillip,3,116,Los Angeles
Caitlyn,1,61,Rochester
Marvin,2,125,Moreno Valley
Florence,4,61,Milwaukee
Marla,3,92,Denver
Gabriel,1,295,San Jose
Gabriel,3,96,Stockton
Adela,1,159,Irving
Cedrick,2,91,Amarillo
Brad,3,129,Miami
Blake,4,41,Salt Lake City
Cassandra,1,73,Lancaster
Benny,1,242,Lakewood
Russel,1,91,Bakersfield
Maxwell,2,160,Portland
Joyce,2,109,Memphis
Jayden,3,159,Arlington
Daria,3,65,Innsbruck
Angelique,4,276,Escondido
Kimberly,3,130,Tallahassee
Mackenzie,2,100,Fayetteville
Mark,1,92,Salt Lake City
Madelyn,4,296,Prague
Noah,3,164,Richmond
Karen,4,21,San Jose
John,2,75,Rochester
Angelina,4,25,Portland
Felicity,2,139,Washington
Matt,1,32,Sacramento
Marilyn,4,53,Paris
Summer,1,84,Philadelphia
Russel,2,280,Cincinnati
Irene,4,34,Norfolk
Benjamin,4,50,Henderson
Logan,1,68,Los Angeles
Carla,3,123,Escondido
Nate,1,21,Miami
Dakota,3,66,Garland
Peter,2,222,Bridgeport
Estrella,1,40,Portland
Chadwick,4,14,Charlotte
Carmen,4,164,Madison
Abdul,4,195,New Orleans
Julius,4,197,Kansas City
Doug,3,261,Las Vegas
Maxwell,2,173,Boston
Maya,3,174,Santa Ana
Rosie,1,45,St. Louis
Cassandra,1,225,Springfield
Erica,3,60,Washington
Britney,2,279,Prague
Kurt,4,25,Henderson
Gabriel,1,100,Salt Lake City
Dorothy,2,257,Cincinnati
Caleb,4,107,Moreno Valley
Denis,4,133,Omaha
Alessia,1,77,London
Moira,3,250,Arlington
Johnathan,1,6,Long Beach
Abdul,4,191,Toledo
Tony,4,144,Worcester
Chadwick,1,54,Anaheim
Doug,2,155,San Bernardino
Nicole,4,285,Lakewood
Maribel,3,177,Otawa
Hope,3,6,Long Beach
Tyler,1,106,London
Ryan,3,205,Ontario
Adalie,2,65,Scottsdale
Elisabeth,3,51,Portland
Harvey,4,229,San Antonio
Naomi,2,234,Murfreesboro
Mary,1,256,Memphis
Samara,1,42,Oakland
Johnny,2,262,Quebec
Kenzie,2,3,Dallas
Leslie,3,59,Detroit
Barry,2,163,Colorado Springs
Parker,4,50,Albuquerque
Manuel,3,289,Venice
Cara,2,138,El Paso
Gemma,4,228,Chicago
Brad,2,43,Oakland
Gina,4,2,Oakland
Tara,3,109,Richmond
Michelle,1,196,Moreno Valley
Destiny,2,19,San Francisco
Allison,1,94,Otawa
Leroy,3,18,Long Beach
Ronald,3,139,Jersey City
Anthony,3,77,Rome
Liliana,1,91,Salem
Peter,2,1,Quebec
Piper,1,234,Lincoln
Anthony,3,93,Reno
Danny,2,9,Lakewood
Elly,3,123,Worcester
Kieth,1,159,Miami
Luke,4,26,Lincoln
Adalie,3,18,Miami
Hailey,4,125,Prague
Jacob,2,162,Seattle
Carl,1,129,Worcester
Denis,4,130,Chicago
Erick,3,98,Quebec
Javier,2,79,Kansas City
Alison,2,172,Atlanta
Candice,1,200,Zurich
Julian,3,50,Jersey City
Alma,2,153,Albuquerque
Deborah,1,173,Worcester
Percy,3,123,Sacramento
Josh,4,102,Denver
Mayleen,2,279,Reno
Owen,1,26,Minneapolis
Elisabeth,3,24,Toledo
Kurt,4,13,Rome
Alexander,4,0,Huntsville
Nate,4,3,Escondido
Sofia,1,5,Bakersfield
Anthony,2,237,Nashville
Rocco,1,71,Springfield
Harry,2,96,Norfolk
Noah,4,244,Norfolk
Kimberly,2,0,Las Vegas
Denis,1,241,Ontario
William,2,294,El Paso
Melody,1,219,Atlanta
Fred,3,173,Lancaster
Juliet,2,11,Lisbon
Courtney,2,11,Santa Ana
Rufus,2,246,Moreno Valley
Oliver,2,46,Quebec
David,3,131,Innsbruck
Olivia,1,94,Dallas
Leroy,4,118,Hayward
Jacob,1,234,Cincinnati
Martin,2,59,New Orleans
Tom,2,294,Nashville
Lara,2,173,Washington
Nate,1,238,Henderson
George,1,120,Paris
Martin,1,1,Tokyo
Tyson,3,128,San Francisco
Catherine,2,270,Lyon
Callie,1,0,New York
Harriet,2,22,Jacksonville
Nate,2,195,Ontario
Michael,1,4,Miami
Noah,2,282,Oklahoma City
Denis,1,66,Sacramento
Gabriel,1,234,Laredo
Johnny,1,150,Las Vegas
Nate,4,70,Phoenix
Bart,4,104,Tallahassee
Naomi,2,135,Springfield
Chuck,2,147,Saint Paul
Bryce,1,124,San Francisco
Sharon,3,142,Colorado Springs
Nick,3,13,Laredo
Louise,1,79,Tokyo
Louise,3,284,Tulsa
Jenna,3,106,Fort Lauderdale
Gabriel,3,272,Saint Paul
Anabel,3,261,Minneapolis
Leanne,2,171,Oklahoma City
Angelique,2,84,Rochester
Ema,1,134,Long Beach
Percy,1,260,Tulsa
Bob,1,102,Miami
Liam,3,135,Irving
Phoebe,2,278,Santa Ana
Jacqueline,1,132,Honolulu
Camellia,2,49,Tokyo
Wendy,1,172,Laredo
Javier,3,95,Cincinnati
Maxwell,1,34,Houston
Alma,4,183,Salem
Harry,1,197,Murfreesboro
Matt,3,292,Colorado Springs
Charlize,1,91,Norfolk
Mya,1,83,Garland
Lauren,4,60,Fayetteville
Julianna,4,202,Stockton
Carol,4,280,Zurich
Josh,2,16,Escondido
Chris,3,162,Saint Paul
Percy,4,40,Lyon
Noemi,3,95,Indianapolis
Phillip,4,175,New York
Zoe,1,257,Valetta
Sarah,1,285,Bakersfield
Alan,1,298,Huntsville
Rosalie,2,181,Milano
Julius,4,199,Wien
Rylee,2,150,Valetta
Elle,4,46,San Bernardino
Camellia,4,39,Fort Lauderdale
Eileen,4,11,Denver
Anais,3,117,Stockton
Leroy,2,29,San Jose
Ethan,2,237,Seattle
Hannah,3,163,Philadelphia
Bryon,4,43,Scottsdale
Valerie,2,139,Memphis
Hayden,4,157,Jersey City
Adina,1,113,Atlanta
Cynthia,4,225,Salt Lake City
Marvin,1,227,Glendale
Johnny,2,51,Jersey City
Allison,2,241,Escondido
Ramon,4,254,Lakewood
Chadwick,4,162,Sacramento
Erick,2,14,El Paso
Bob,1,12,Springfield
Kenzie,3,187,New York
Logan,3,81,Jacksonville
Leroy,2,28,Santa Ana
Ema,4,264,Albuquerque
Aisha,3,28,Laredo
Gil,1,86,Tokyo
Sabina,2,113,Saint Paul
Audrey,1,283,Irving
Julian,3,230,Springfield
Kaylee,1,78,Honolulu
Logan,1,247,Fremont
Owen,2,136,San Francisco
Denny,2,68,Glendale
Bethany,4,151,Salem
Martin,1,63,Charlotte
Samara,3,202,Moreno Valley
Josh,4,119,Pittsburgh
Bridget,3,223,Albuquerque
Moira,4,174,Rome
Chadwick,2,279,Tulsa
Owen,3,9,Seattle
Ryan,1,272,San Diego
Noah,3,210,San Francisco
Lara,4,163,Chicago
Molly,1,84,Nashville
Josh,2,205,Las Vegas
Nick,4,38,Jersey City
Alexa,4,8,Fullerton
Carl,3,57,Dallas
Nicholas,1,65,Tallahassee
Lucas,4,134,San Antonio
Michelle,2,214,Berlin
Elena,2,281,Detroit
Penelope,3,137,Lyon
Hope,4,175,Otawa
Mike,4,192,Nashville
Alexander,1,123,Valetta
Johnathan,2,95,Fort Lauderdale
Susan,1,36,Henderson
Erick,3,103,Rome
Danny,3,62,Innsbruck
Camellia,1,225,Boston
Michael,3,121,Houston
Carter,4,158,Tulsa
Angelina,2,98,Bellevue
Wade,4,137,Lincoln
Percy,3,35,Valetta
Sebastian,1,51,Garland
Clint,3,32,San Antonio
Roger,4,108,Henderson
Kirsten,1,239,Salt Lake City
Taylor,2,14,Tokyo
Ron,3,208,Valetta
Helen,3,298,Washington
Carter,3,69,Cincinnati
Marvin,1,156,San Bernardino
Phoebe,2,100,Minneapolis
Chuck,4,2,Memphis
Ellen,4,40,Valetta
Samara,4,211,Saint Paul
Russel,4,12,San Francisco
Tony,4,22,Kansas City
Rebecca,3,57,Charlotte
Alexa,2,106,Chicago
Kendra,3,221,Escondido
Doug,3,247,Worcester
Alan,2,278,Milano
Rae,2,292,San Diego
Gil,3,241,Innsbruck
Sonya,4,62,Huntsville
Domenic,3,66,San Francisco
Alexander,1,227,Worcester
Caleb,1,151,Ontario
Boris,4,211,Arlington
Skylar,2,240,Otawa
Nina,4,148,Orlando
Crystal,2,268,Dallas
Ron,2,171,Innsbruck
Michelle,3,119,Los Angeles
Grace,1,217,Orlando
Luke,1,282,Milwaukee
Ellen,4,156,Laredo
Gabriel,3,88,Lisbon
Britney,1,259,Zurich
Peter,1,138,Miami
Doris,1,21,Berna
Marvin,1,9,London
Elena,2,258,Rome
Emma,3,118,London
Daniel,2,110,Salt Lake City
Samara,2,111,San Francisco
Ethan,3,146,Dallas
Anthony,3,24,Norfolk
Iris,3,274,Honolulu
Carla,2,101,Columbus
Jules,4,25,Sacramento
Elly,3,288,St. Louis
Mike,3,201,Jacksonville
Luna,4,66,Scottsdale
Maia,3,127,Sacramento
Summer,2,142,Fremont
Alice,1,230,Paris
Dalia,3,247,Bellevue
Daron,3,232,Tulsa
Alexa,4,42,Amarillo
Cadence,1,226,San Antonio
Leilani,2,127,San Antonio
Lara,1,98,Portland
Matthew,4,147,New York
William,1,17,Orlando
Marjorie,4,261,Cincinnati
Ruby,2,160,Otawa
Nate,2,289,Jersey City
Noah,1,3,Tokyo
Sage,2,283,Scottsdale
John,2,72,Nashville
Bob,1,88,Nashville
Laila,3,209,Paris
Dasha,3,188,Lincoln
Elise,4,73,Bakersfield
Adalie,1,4,Cincinnati
Carl,4,86,New Orleans
Dasha,1,66,Baltimore
Daron,4,195,Glendale
Freya,2,249,Valetta
Chris,4,268,Las Vegas
Josephine,1,42,Saint Paul
Lorraine,1,171,Venice
Sebastian,2,47,Hayward
William,2,249,Baltimore
Melinda,2,123,Milano
George,2,182,Fayetteville
Summer,1,96,Portland
Adalie,4,187,Glendale
Brad,2,210,Tulsa
Barney,1,2,San Bernardino
Gina,4,28,Bridgeport
Anthony,3,196,Salem
Maddison,2,149,Fayetteville
Elijah,4,98,Moreno Valley
Carl,4,297,Fullerton
Roger,3,259,Stockton
Bryon,2,225,Orlando
Havana,4,201,Lancaster
Dorothy,2,117,Berna
Paula,4,189,Anaheim
Chester,4,77,Memphis
Brad,4,41,Columbus
Johnny,4,160,Las Vegas
Kurt,3,10,Memphis
Mackenzie,2,215,Fremont
Michaela,2,165,Boston
Javier,4,72,Fullerton
Tyson,1,149,Norfolk
Claire,4,20,Madison
Penny,3,127,Seattle
Doris,4,114,Henderson
Jackeline,1,188,Philadelphia
Jane,2,279,San Jose
Anais,3,174,San Bernardino
Cristal,1,17,Otawa
Marissa,1,74,Glendale
Marvin,4,54,Jersey City
Darlene,3,34,Tokyo
Elisabeth,2,190,San Francisco
Maddison,4,200,Atlanta
Winnie,1,170,Los Angeles
Aileen,4,204,Salt Lake City
Adelaide,4,239,San Antonio
Josh,1,203,Seattle
Mayleen,3,162,Dallas
Erin,3,208,Quebec
Diane,3,225,San Francisco
Janelle,2,134,Lincoln
Camellia,4,1,San Diego
Nicholas,3,247,New York
Hannah,1,90,Hayward
Elijah,3,278,Minneapolis
Alessia,1,201,Rochester
Javier,1,132,Madison
Allison,4,187,Long Beach
Abdul,3,294,Stockton
Boris,3,238,Rochester
Karla,1,280,Saint Paul
Francesca,2,32,Kansas City
Denny,2,244,Dallas
Sage,1,104,Berna
Carl,3,291,Lancaster
Johnathan,3,243,Memphis
Mandy,2,142,Richmond
Melania,1,255,Minneapolis
Ramon,3,126,Moreno Valley
Rufus,3,103,Houston
Eden,2,105,San Bernardino
Amy,2,95,Scottsdale
Hailey,3,254,Toledo
Gabriel,4,197,Wien
Liam,2,2,San Jose
Allison,1,66,Jacksonville
Julia,2,14,St. Louis
Paige,4,186,Jersey City
Julius,4,78,New York
Ciara,4,100,New York
Olivia,1,84,Zurich
Elisabeth,2,286,Atlanta
Rick,1,165,Toledo
Marjorie,3,163,New Orleans
Makenzie,1,123,Arlington
Tom,1,32,Denver
Mason,4,95,Venice
Doug,4,208,Salem
Matt,1,37,San Antonio
Phillip,2,52,Orlando
Cadence,2,239,Springfield
Michael,3,5,Fremont
Hank,2,242,Miami
Hailey,3,180,St. Louis
Maya,4,94,Salem
Andie,1,182,Ontario
Ryan,4,193,Louisville
Alma,1,266,Rochester
Nate,4,18,Bakersfield
Lily,1,201,Lisbon
Melania,4,261,Bucharest
Abdul,4,170,Las Vegas
Rufus,1,281,Omaha
Emery,3,118,Bakersfield
Mavis,4,123,Wien
Benny,4,64,Stockton
Rosa,2,175,Pittsburgh
Kurt,1,195,Boston
Alice,2,275,Orlando
Ada,1,148,Tulsa
Rylee,4,170,Bridgeport
Percy,2,242,Philadelphia
Mabel,3,135,Tallahassee
Sofie,2,75,Berna
Mark,4,55,Oklahoma City
Nicholas,4,283,Long Beach
Maya,2,201,St. Louis
Matt,4,281,Fayetteville
Tyson,1,234,Worcester
Mya,1,193,Worcester
Piper,4,14,Colorado Springs
Valerie,3,17,Cincinnati
Barry,2,144,Ontario
Marjorie,1,45,Los Angeles
Jennifer,2,55,Berna
Gloria,1,182,Hayward
Janice,2,111,Los Angeles
Matthew,2,267,Colorado Springs
Domenic,3,64,Houston
Ronald,3,211,Orlando
Marla,4,273,Oakland
Makena,3,181,Berna
Ember,1,73,Rome
Carolyn,1,225,Rochester
Maxwell,1,110,Madrid
Harry,2,126,Sacramento
Tara,2,44,Dallas
Alice,2,200,Madison
Chester,3,134,Zurich
Paige,2,206,Houston
Nancy,4,153,Bakersfield
Shannon,2,155,Albuquerque
Marvin,1,284,Salt Lake City
George,4,180,Bucharest
Oliver,2,84,Cincinnati
Peter,3,4,Ontario
David,3,198,Hayward
Jasmine,4,13,Irving
Maggie,4,134,San Antonio
Ramon,4,102,Escondido
Michelle,4,208,Albuquerque
Ruth,3,236,Honolulu
Stephanie,2,133,Stockton
Scarlett,3,39,Los Angeles
Trisha,4,280,Fullerton
Amy,4,141,San Jose
Danny,2,219,Nashville
Elijah,4,132,Scottsdale
Johnathan,1,44,Laredo
Aiden,2,100,Memphis
Juliette,3,183,Lancaster
Carol,4,221,Bridgeport
Owen,1,118,Irving
Domenic,3,38,Oklahoma City
Mason,1,164,Huntsville
Marissa,3,229,Otawa
Lara,3,65,Anaheim
Alba,4,36,Richmond
Daria,1,237,Henderson
Peter,4,143,London
Joseph,2,248,New York
Molly,1,205,Fremont
Kieth,1,13,Worcester
Angelique,1,233,Berlin
Danielle,3,291,Worcester
Erica,2,127,Houston
Marla,1,114,Portland
Lucy,4,94,Oklahoma City
Ramon,1,146,Indianapolis
Moira,1,66,Lincoln
Camellia,4,170,Irving
Tony,2,75,San Antonio
Percy,3,275,Fort Lauderdale
Eve,4,65,Jersey City
John,3,82,Tulsa
Meredith,1,162,Dallas
Taylor,1,113,Bridgeport
Ivy,3,215,Scottsdale
Denis,3,151,New York
Nicholas,1,105,Seattle
Daria,4,291,Bakersfield
Kurt,3,6,Huntsville
Ronald,3,183,Jacksonville
Makenzie,2,81,Stockton
Javier,1,192,Fayetteville
Joseph,1,111,St. Louis
Sabina,4,50,Atlanta
Clint,1,82,San Antonio
Anthony,3,236,Lakewood
David,4,218,Oakland
William,4,70,Hollywood
Javier,1,270,Quebec
Oliver,2,216,Oklahoma City
Barry,3,32,Bucharest
Eileen,1,139,El Paso
Benny,2,230,El Paso
Manuel,2,199,Salt Lake City
Nick,3,54,New Orleans
John,1,82,Reno
Oliver,4,83,Rome
Caleb,4,221,Lisbon
Payton,2,103,San Diego
Manuel,2,5,Bucharest
Rylee,3,183,Stockton
Ivy,2,171,Seattle
Mike,3,224,Arlington
Ron,1,72,Charlotte
Alison,3,191,Honolulu
Estrella,1,187,Fort Lauderdale
Kurt,1,82,Chicago
Carter,2,47,Bridgeport
Charlize,1,111,Anaheim
Parker,3,24,Los Angeles
Alexander,1,28,Rome
Lana,1,215,Moreno Valley
Allison,4,131,Columbus
Chloe,2,78,Baltimore
Taylor,4,176,Fremont
Belinda,2,5,Orlando
Nate,1,266,Valetta
Benny,1,224,St. Louis
Josh,3,122,Hayward
Chadwick,4,230,Quebec
Alex,2,84,Detroit
Chuck,3,139,Rochester
Charlotte,1,77,Sacramento
Erin,4,10,Phoenix
Michael,3,286,Jacksonville
Manuel,2,232,San Antonio
William,3,3,Bridgeport
Carter,4,14,Ontario
Celia,3,168,Fullerton
Kimberly,2,223,Washington
Melinda,4,27,Fullerton
Percy,2,153,Glendale
Clint,4,196,Albuquerque
Marjorie,1,182,San Jose
Rufus,4,286,Cincinnati
Nicole,1,0,Glendale
George,3,135,Long Beach
Josephine,2,15,Madrid
Julianna,2,63,Lancaster
Robyn,4,102,Dallas
Ema,3,103,Houston
Mason,4,111,Portland
Doug,2,202,Pittsburgh
Erick,2,95,Prague
William,4,65,Jersey City
Hank,3,103,Escondido
Ramon,4,108,Springfield
Maria,2,208,Seattle
Melinda,1,68,Fayetteville
Kieth,3,157,Oakland
Benjamin,3,180,Lancaster
Jackeline,2,29,Bridgeport
Bart,2,26,Los Angeles
Kenzie,1,73,Madrid
Hope,3,283,Huntsville
Emma,3,45,Wien
Maya,1,193,Sacramento
Denny,1,223,Lincoln
Lucas,2,13,Saint Paul
William,1,147,Los Angeles
Jackeline,2,40,Irving
Irene,3,201,Ontario
Chester,2,11,New Orleans
Louise,4,128,Tallahassee
Tom,2,56,Hollywood
Natalie,3,107,Richmond
Emmanuelle,1,124,Lisbon
Carl,4,293,Chicago
Phillip,3,199,Columbus
Gloria,1,151,Minneapolis
Peyton,3,65,Moreno Valley
Kassandra,1,45,Milwaukee
Alexa,2,154,Scottsdale
Daniel,4,5,Nashville
Aileen,4,285,Reno
Lucas,3,174,Los Angeles
Anthony,1,6,Minneapolis
Daron,1,198,Huntsville
Karen,4,283,Chicago
Johnny,1,24,Wien
Alexia,1,57,Boston
Lucas,3,152,Springfield
Alexander,3,125,Milano
Bart,2,52,Nashville
Cedrick,1,26,Anaheim
Hank,4,141,Seattle
Tania,3,157,San Jose
Dakota,4,244,Murfreesboro
Mason,3,69,Jersey City
Brad,2,137,Indianapolis
Colleen,4,228,Hayward
Tom,1,171,Norfolk
Clint,1,41,Indianapolis
Jocelyn,1,7,Henderson
Gil,2,197,Miami
Jacob,1,252,Houston
Drew,2,11,Fayetteville
Michael,4,212,Venice
Chloe,2,250,Lakewood
Chris,2,240,Venice
Chester,2,97,Fort Lauderdale
Erica,1,93,Salem
Eduardo,2,244,Lisbon
Barney,1,20,Berna
Tara,2,22,Reno
Phillip,3,234,Salt Lake City
Liv,1,266,Salt Lake City
Tyson,1,271,Glendale
Florence,3,144,El Paso
Jennifer,3,244,Milwaukee
Florence,2,106,Kansas City
Joseph,2,182,Miami
Ema,2,62,Fort Lauderdale
Boris,2,210,Boston
Aileen,1,67,Norfolk
Elly,4,57,Innsbruck
